id,state,location,Mobile Orders,Catering,Pickup,Delivery,WiFi,Playground,Breakfast Served,Drive-thru,cost of chicken sandwich
235,ca,Folsom,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
236,ca,Foothill Ranch,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5.69
237,ca,Fullerton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
238,ca,Glendora Commons In-Line DT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
239,ca,Goldenwest & Warner,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.75
240,ca,Granite Bay,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
241,ca,Grossmont,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
242,ca,Harbor Blvd,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
243,ca,Hidden Valley Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
244,ca,Hollywood Drive-Thru Only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.89
245,ca,Hopyard Road & 580,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
246,ca,Huntington SW & 210,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
247,ca,Hwy 125 & Jamacha,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
248,ca,Hwy 210 & Ayala Drive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5.75
249,ca,Hwy 215 & Nuevo Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
250,ca,Hwy 78 & Vista Village,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
251,ca,Hwy 99 & Yosemite Ave,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.75
252,ca,I-10 & Barranca,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.79
253,ca,I-10 & La Cienega,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
254,ca,I-10 & Monterey Ave.,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
255,ca,I-10 & Mountain Ave,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.75
256,ca,I-10 & Yucaipa Blvd,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5.69
257,ca,I-15 at Cantu Galleano Ranch Rd.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.75
258,ca,I-5 & Firestone,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
259,ca,Imperial & Bloomfield Norwalk,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
260,ca,Imperial & Lakewood,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
261,ca,La Habra Marketplace,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
262,ca,La Palma Ave,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
263,ca,Ladera,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5.69
264,ca,Laguna Niguel,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5.69
265,ca,Lake & Boylston,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.89
266,ca,Lakewood,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5.75
267,ca,Lincoln & Pacific Drive-Thru Only,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5.89
268,ca,Livermore Avenue & 580,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.79
269,ca,Long Beach,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
270,ca,Long Beach Traffic Circle,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
271,ca,Los Angeles International Airport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
272,ca,Madison Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
273,ca,Madison Avenue Sacramento,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
274,ca,Main & Almond,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.69
275,ca,March Lane at I-5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
276,ca,Melrose Delivery,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.79
277,ca,Mendocino Avenue,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,5.79
278,ca,Mile of Cars Way,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
279,ca,Milpitas Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.89
280,ca,Mira Mesa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
281,ca,Mission Center Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
282,ca,Monterey Park Market Place,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
283,ca,Monterey Park Market Place,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
284,ca,Monterey Road & Tully Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
285,ca,Moorpark Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
286,ca,Mowry Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
287,ca,North Hollywood Delivery,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.79
288,ca,North Orange,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.69
289,ca,North Salinas,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.75
290,ca,Northridge,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5.75
291,ca,Northwest Promenade,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.75
292,ca,Novato,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
293,ca,Ocean View Hills,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
294,ca,Olive & Alameda In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.79
295,ca,Ontario International Airport - Terminal 4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
296,ca,Ontario Mills Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
297,ca,Outlets at San Clemente,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
298,ca,Oxnard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
299,ca,Palmdale,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.79
300,ca,PCH & Maple,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
301,ca,Pittsburg In-Line DT,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.75
302,ca,Plaza Del Obispo,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.75
303,ca,Pleasant Grove,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.75
304,ca,Poway Road & Community,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.45
305,ca,Puente Hills,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
306,ca,Quarry Creek,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
307,ca,Rancho Cucamonga,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
308,ca,Redding In-Line DT,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.75
309,ca,Redondo Beach,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.75
310,ca,Redwood City Delivery,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.89
311,ca,Rivergate Cordova,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
312,ca,Rocklin Station,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
313,ca,Rohnert Park,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
314,ca,San Jose International Airport - Terminal B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
315,ca,San Marcos,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
316,ca,Santa Barbara,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
317,ca,Santee,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
318,ca,Serramonte Center,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.75
319,ca,Shops at Rossmoor,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.69
320,ca,Silver Creek Valley & 101,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
321,ca,Sorrento Valley,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.79
322,ca,South Bay,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
323,ca,Sports Arena,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
324,ca,Sunnyvale,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.89
325,ca,Sycamore Square,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
326,ca,Telegraph & Painter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
327,ca,Temecula,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
328,ca,The Americana at Brand In-Line,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5.99
329,ca,The Brea Plaza In-Line DT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
330,ca,The District,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.69
331,ca,The Market Place,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5.69
332,ca,The Shops at Santa Anita Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.99
333,ca,Topanga & Roscoe,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
334,ca,Trabuco Hills Center,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.69
335,ca,UCLA In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.09
336,ca,University Center Irvine,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
337,ca,USC In-Line,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5.99
338,ca,Vacaville Commons,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
339,ca,Valencia Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5.79
340,ca,Vallejo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
341,ca,Victory & Fallbrook,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.75
342,ca,Vincent & Lake,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.79
343,ca,Walnut Creek,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.79
344,ca,Western & Sierra Vista,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
345,ca,Westfield Century City,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5.99
346,ca,Westlake Village Drive-Thru Only,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
347,ca,Whipple & 101,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.89
348,ca,White Oak & Ventura,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
349,ca,Whittier Blvd & Rosemead,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
350,ca,Whittwood,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
351,ca,Woodbury Town Center,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.69
352,ca,Yorba Linda,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.69
353,co,104th & Federal,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
354,co,120th & Bradburn,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.45
355,co,120th & Washington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
356,co,52nd and Wadsworth,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.29
357,co,Alameda Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.29
358,co,Aspen Grove,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
359,co,Belleview Shores,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
360,co,Belmar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
361,co,Brighton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
362,co,Broadway & Dartmouth,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
363,co,Broadway & Dartmouth,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
364,co,C470 & Kipling,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
365,co,Chambers and Parker Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
366,co,Cherry Creek,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
367,co,Citadel Crossing,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.25
368,co,Colfax & Garfield,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.25
369,co,Colorado Mesa University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
370,co,Denver International Airport,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
371,co,Denver West,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.39
372,co,Dublin Commons,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
373,co,Flatiron,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
374,co,Fort Collins,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
375,co,Founders Parkway,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.39
376,co,Fountain,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.25
377,co,Garden of the Gods,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
378,co,Gardens on Havana,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.29
379,co,Gateway Park,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.29
380,co,Grand Junction,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.29
381,co,Greeley,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
382,co,Greenwood Village,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.39
383,co,Hampden and I-25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.29
384,co,Highlands Ranch Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
385,co,I-25 & Harmony Rd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
386,co,Larkridge,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.39
387,co,Longmont,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
388,co,Loveland,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.25
389,co,North Academy Blvd. & I-25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
390,co,North Carefree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
391,co,Northgate,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
392,co,Orchard Park Place,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
393,co,Park Meadows Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.29
394,co,Park Meadows on County Line Rd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
395,co,Parker,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.59
396,co,Promenade at Castle Rock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
397,co,Pueblo,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.19
398,co,Quebec Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.49
399,co,River Point,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
400,co,River Point,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
401,co,S. Colorado & Yale,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
402,co,Sloan's Lake,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
403,co,South Nevada Ave.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
404,co,Southlands,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.59
405,co,Streets at Southglenn In-Line DT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.39
406,co,University and Highlands Ranch Pkwy,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.39
407,co,Wadsworth Blvd at 80th Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
408,ct,Brookfield,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
409,ct,Buckland Hills (CT),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
410,ct,Danbury Fair Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.69
411,ct,Enfield,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
412,ct,Glastonbury,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
413,ct,Mohegan Sun Resort,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
414,ct,Newington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
415,ct,North Haven,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
416,ct,Norwalk,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.79
417,ct,Shelton,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.29
418,ct,Southington (CT),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
419,ct,Wallingford,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
420,ct,West Hartford,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
421,de,Bear,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
422,de,Camden Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
423,de,Christiana,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
424,de,Christiana Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.49
425,de,Concord Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5.49
426,de,Delaware State University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
427,de,Kirkwood Hwy,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.09
428,de,Middletown (DE),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
429,de,Milford Plaza,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
430,de,Millsboro,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.59
431,de,New Castle,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
432,de,North Dover,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
433,de,Rehoboth Beach,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.59
434,de,Seaford,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
435,de,University of Delaware,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
436,fl,23rd & 77,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4.89
437,fl,Addie's Corner,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.25
438,fl,Alico Road,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.09
439,fl,Altamonte Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.25
440,fl,Altamonte Springs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
441,fl,Amelia Island,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
442,fl,Archer Road,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.09
443,fl,Atlantic & Hodges,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
444,fl,Atlantic Ave,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.99
445,fl,Aventura In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.59
446,fl,Avenues Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.25
447,fl,Bartow,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.95
448,fl,Bayou Boulevard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
449,fl,Beach & Hodges,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.99
450,fl,Beal Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
451,fl,Bearss Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4.95
452,fl,Black Lake & 192,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.19
453,fl,Boynton Beach Blvd.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
454,fl,Bradfordville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.89
455,fl,Brandon South,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
456,fl,Broward Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.39
457,fl,Busch Gardens Tampa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.25
458,fl,Butler Blvd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
459,fl,Campus Circle,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.89
460,fl,Capital Circle,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.89
461,fl,Casselberry,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
462,fl,Celebration,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.19
463,fl,Clark Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
464,fl,Clearwater,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
465,fl,Coastland Center,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5.39
466,fl,Coconut Creek,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.19
467,fl,Colonial Blvd.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
468,fl,Colonial Plaza Market Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
469,fl,Coral Springs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.19
470,fl,Cordova Mall (Inside),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.25
471,fl,Cortez Plaza,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
472,fl,Countryside & US Hwy 19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
473,fl,Creekwood,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
474,fl,Crestview,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
475,fl,Cypress Creek Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
